ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
ANTH-001,2016C,MEGAN C. KASSABAUM,2.91,2.39,3.23,3.03,2.27
ANTH-002,2016C,BRIAN J SPOONER,2.42,2.00,2.58,2.90,2.40
ANTH-003,2016C,JANET M MONGE,2.05,2.16,2.49,2.69,1.47
ANTH-009,2008A,WILLIAM B HAFFORD,2.80,2.10,3.20,2.80,3.00
ANTH-018,2010A,SANDRA THEIS BARNES,3.36,2.50,3.50,3.08,2.75
ANTH-105,2015A,PAGE SELINSKY,3.44,2.50,3.67,3.75,2.50
ANTH-112,2005A,MEGAN TRACY,2.64,2.36,2.82,2.73,2.73
ANTH-115,2008A,PAULA W. SABLOFF,3.00,2.29,3.00,2.93,2.86
ANTH-118,2003A,SANDRA THEIS BARNES,3.08,2.75,3.42,2.92,2.75
ANTH-121,2005C,RICHARD L ZETTLER,1.67,2.00,2.26,1.31,2.28
ANTH-133,2013C,CLARK LOWDEN ERICKSON,1.75,2.25,1.88,1.50,3.38
ANTH-139,2009B,JANE K HICKMAN,3.08,1.92,3.54,3.46,2.15
ANTH-140,2008A,SERAN E SCHUG,3.36,2.55,3.45,3.09,3.00
ANTH-151,2016C,ROBERT L SCHUYLER,2.85,1.42,3.23,3.08,1.58
ANTH-154,2010A,JANET CHRZAN,2.78,2.33,2.67,3.13,2.27
ANTH-166,2002A,MATTHEW A. TOMLINSON,3.67,1.50,3.83,3.58,1.67
ANTH-211,2007A,ROBERT W. PREUCEL,3.75,1.25,3.75,3.75,2.00
ANTH-221,2016C,MARIE-CLAUDE BOILEAU,3.00,2.56,3.44,3.56,2.56
ANTH-242,2005A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-245,2002A,KATHARINE MOORE,3.67,2.33,3.78,3.78,2.11
ANTH-246,2016A,THEODORE G SCHURR,3.50,3.25,3.25,4.00,3.25
ANTH-262,2004A,BRIAN J SPOONER,3.20,2.80,3.40,3.00,2.80
ANTH-270,2014C,KEVIN M BURKE,3.50,2.60,3.83,3.60,2.80
ANTH-280,2007A,CONSTANTINE V NAKASSIS,2.82,3.73,3.27,2.55,3.36
ANTH-310,2004A,FRANCES BARG,3.47,1.53,3.84,3.47,2.06
ANTH-312,2013C,FRANCIS E JOHNSTON,1.40,0.67,1.60,2.22,0.33
ANTH-323,2002C,JACQUELINE H FEWKES,3.75,2.50,3.75,3.25,2.50
ANTH-355,2002A,JULIA F PALEY,2.47,2.47,2.59,2.35,2.41
ANTH-410,2002A,FRANCES BARG,3.08,2.69,3.46,3.38,2.77
ANTH-416,2005A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-428,2002A,KATHARINE MOORE,2.91,2.27,3.73,3.18,2.45
ANTH-514,2007C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-518,2016A,GRETCHEN E. L. SUESS,2.75,3.25,3.25,3.50,3.50
ANTH-544,2002A,JAY T DAUTCHER,4.00,3.00,4.00,3.67,3.33
ANTH-556,2015A,HAROLD LEWIS DIBBLE,4.00,1.00,4.00,4.00,1.67
ANTH-594,2009A,MELVYN HAMMARBERG,3.11,1.78,3.33,2.67,1.67
ANTH-004,2016A,GREGORY P URBAN,2.20,1.97,2.37,2.24,2.08
ANTH-100,2016A,BRIAN J SPOONER,2.22,1.94,2.30,2.17,2.06
ANTH-106,2012C,THEODORE G SCHURR,2.88,2.13,3.11,2.88,2.63
ANTH-109,2012C,JORDAN E PICKRELL,1.92,2.00,2.08,1.90,2.30
ANTH-122,2016C,DEBORAH I OLSZEWSKI,2.36,2.87,3.00,2.73,2.60
ANTH-124,2005A,ALEXIS T BOUTIN,2.56,2.56,3.00,2.33,2.61
ANTH-127,2004A,PRAVEENA GULLAPALLI,2.77,1.85,3.08,2.46,2.38
ANTH-131,2003A,FREDRIK T. HIEBERT,3.38,1.46,3.77,3.62,2.23
ANTH-152,2010A,JANE KAUER,2.64,2.38,2.79,2.75,3.23
ANTH-188,2003A,ROBERT W. PREUCEL,3.57,2.29,3.29,2.57,2.14
ANTH-200,2012A,LAUREN M. RISTVET,3.20,2.75,3.40,3.75,3.00
ANTH-229,2008A,WILLIAM B HAFFORD,2.82,2.29,2.94,2.76,2.47
ANTH-254,2015A,CLARK LOWDEN ERICKSON,2.50,2.50,2.67,2.83,2.83
ANTH-303,2016A,GRETCHEN E. L. SUESS,2.25,2.25,2.50,3.50,3.00
ANTH-305,2014C,GRETCHEN E. L. SUESS,2.50,2.33,2.75,3.33,3.00
ANTH-306,2013C,M. KAMARI CLARKE,2.75,3.33,2.75,3.67,3.67
ANTH-314,2003A,FRANCES BARG,2.57,1.86,3.50,3.07,2.00
ANTH-341,2011A,SERAN E SCHUG,2.38,2.17,2.85,2.33,2.33
ANTH-415,2015A,KATHERINE M MOORE,4.00,2.80,4.00,3.60,2.80
ANTH-454,2016A,HAROLD LEWIS DIBBLE,3.00,2.60,3.14,3.20,1.60
ANTH-477,2007A,PATRICK MCGOVERN,3.50,2.00,4.00,3.50,2.50
ANTH-528,2013C,MARGARET M. BRUCHAC,4.00,3.50,4.00,4.00,3.50
ANTH-577,2007C,ROBERT J SHARER,4.00,3.33,4.00,4.00,3.00
ANTH-102,2012C,JORDAN E PICKRELL,2.81,2.06,2.88,2.88,2.13
ANTH-029,2002C,CATHERINE NEWLING,2.15,2.46,2.85,2.46,3.00
ANTH-069,2004C,JULIA OFFEN,2.38,2.31,2.81,2.38,2.00
ANTH-120,2007A,WILLIAM B HAFFORD,3.50,2.17,3.67,3.50,2.17
ANTH-123,2016A,ADAM E LEEDS,3.17,2.80,3.67,3.80,2.80
ANTH-129,2005C,TONYA N TAYLOR,1.38,2.63,1.88,2.13,3.25
ANTH-136,2002C,BRIAN J SPOONER,1.95,2.58,2.20,2.30,2.60
ANTH-202,2016A,JAESOK KIM,4.00,3.00,4.00,4.00,3.00
ANTH-214,2007A,TONYA N TAYLOR,3.08,2.85,3.46,3.62,3.85
ANTH-219,2016C,ROBERT L SCHUYLER,3.00,1.25,3.75,3.25,1.50
ANTH-236,2004C,RICHARD L ZETTLER,3.00,2.43,3.29,3.00,2.29
ANTH-240,2002C,IBTISAM IBRAHIM,2.33,2.00,3.00,2.00,2.67
ANTH-243,2007C,CLAUDIA R. VALEGGIA,3.19,2.11,3.56,3.26,2.04
ANTH-244,2016A,THEODORE G SCHURR,2.25,2.44,2.38,2.69,2.81
ANTH-300,2016C,BRIAN J SPOONER,1.90,1.13,2.00,2.50,1.25
ANTH-321,2002C,MICHAEL D FRACHETTI,3.14,2.43,3.29,3.14,3.43
ANTH-331,2002C,ALEXANDER A BAUER,3.71,2.57,3.57,3.43,2.57
ANTH-332,2002C,IVAR N HULTIN,2.25,2.25,2.88,2.50,2.75
ANTH-359,2016A,ALISHA J. ROVNER,2.78,1.27,3.02,3.05,1.57
ANTH-407,2012A,JANET M MONGE,2.60,2.33,3.27,2.93,2.33
ANTH-411,2004C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-425,2002C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-441,2015C,ELIZABETH A HALLOWELL,3.14,2.08,3.57,3.38,3.15
ANTH-446,2002C,ASIF AGHA,3.33,2.36,3.67,3.25,2.09
ANTH-455,2002C,HAROLD LEWIS DIBBLE,3.71,2.29,3.86,3.57,2.71
ANTH-458,2016C,MICHAEL R ZIMMERMAN,2.75,1.55,3.08,3.00,1.45
ANTH-468,2008C,ROBERT J SHARER,3.77,2.31,3.54,3.00,2.77
ANTH-521,2002C,MELVYN HAMMARBERG,2.64,2.18,2.73,2.36,2.18
ANTH-553,2002C,SANDRA THEIS BARNES,3.50,3.17,3.58,3.58,2.92
ANTH-557,2014C,CLARK LOWDEN ERICKSON,3.00,3.00,2.43,3.14,3.71
AFST-190,2016C,MARY JENNIFER HASTY,3.05,2.22,3.40,3.35,2.22
FOLK-500,2003C,JAY T DAUTCHER,2.33,2.67,3.00,3.33,3.00
ANTH-025,2003C,KATHERINE RAMSEY,2.50,2.33,2.89,2.50,2.94
ANTH-070,2003C,CATHERINE NEWLING,2.88,2.76,3.71,3.24,3.18
ANTH-134,2003C,RACHEL E SCOTT,3.11,3.11,3.56,2.89,3.00
ANTH-142,2003C,JACQUELINE H FEWKES,3.75,2.25,3.75,4.00,2.25
ANTH-179,2004C,P. THOMAS SCHOENEMANN,3.15,2.15,3.69,3.23,2.08
ANTH-230,2016C,JANET M MONGE,3.37,2.42,3.44,3.71,2.33
ANTH-250,2005A,JOHN WALKER,2.62,2.38,2.92,2.31,2.46
ANTH-252,2015A,JANE KAUER,1.56,2.63,1.89,2.00,3.13
ANTH-308,2016A,MARGARET M. BRUCHAC,4.00,2.00,4.00,4.00,2.50
ANTH-433,2014A,CLARK LOWDEN ERICKSON,3.33,3.00,3.67,3.33,3.33
ANTH-437,2010A,FRANCES BARG,2.52,2.15,3.13,2.45,2.30
ANTH-445,2003C,HAROLD LEWIS DIBBLE,3.67,2.67,3.67,3.67,3.00
ANTH-473,2003C,ROBERT L SCHUYLER,3.00,1.86,3.71,3.14,2.29
ANTH-478,2015C,MICHAEL R ZIMMERMAN,2.29,1.18,2.36,2.82,0.82
ANTH-501,2003C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FOLK-543,2007A,JANET THEOPHANO,3.45,2.73,3.73,3.45,3.36
MUSC-050,2016C,LAURA C DONNELLY,1.95,2.25,2.45,2.25,2.38
MUSC-250,2003C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
MUSC-253,2003C,CAROL ANN MULLER,3.00,2.29,3.43,3.14,2.57
ANTH-024,2006C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-125,2011A,DEBORAH A THOMAS,2.78,2.35,2.89,2.82,2.41
ANTH-146,2005C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-233,2008A,GAUTAM GHOSH,4.00,3.00,3.75,3.75,3.25
ANTH-451,2015A,ROBERT L SCHUYLER,3.00,2.50,3.50,4.00,2.25
ANTH-026,2004A,KATHERINE RAMSEY,3.33,2.50,3.50,3.17,3.33
ANTH-168,2009C,THEODORE G SCHURR,1.83,1.40,2.17,1.60,1.80
ANTH-208,2004A,UZMA Z RIZVI,4.00,2.67,4.00,3.67,2.33
ANTH-223,2011A,ROBERT W. PREUCEL,3.57,2.14,3.43,3.29,2.43
ANTH-248,2014A,KATHERINE M MOORE,3.11,1.87,3.56,3.47,2.07
ANTH-256,2004A,CHARLES W GOLDEN,4.00,2.50,3.75,3.75,2.50
ANTH-318,2016C,GRETCHEN E. L. SUESS,1.40,2.20,1.60,2.60,2.40
ANTH-320,2008C,JAESOK KIM,3.20,2.50,3.40,3.50,2.90
ANTH-404,2016A,JANET M MONGE,3.78,3.67,3.70,3.44,3.44
ANTH-413,2012A,ROBERT W. PREUCEL,3.43,2.57,3.71,2.71,2.57
ANTH-422,2005C,HAROLD LEWIS DIBBLE,3.20,2.60,3.80,3.40,1.80
ANTH-465,2004A,LISA J LUCERO,2.80,2.60,3.40,2.80,3.20
ANTH-548,2010A,JANET M MONGE,3.00,1.75,3.67,3.38,1.75
FOLK-201,2016C,LINDA J. LEE,2.38,2.00,2.25,3.50,2.75
JWST-125,2004A,SHAWN Z. ASTER,3.00,2.14,3.71,3.29,2.14
MUSC-258,2014A,TIMOTHY ROMMEN,3.38,2.44,3.63,4.00,2.50
ANTH-032,2009A,JEREMY A SABLOFF,3.50,2.10,3.50,3.00,2.30
ANTH-108,2005A,ALEXANDRE STEENHUYSE,2.63,2.13,2.63,2.38,1.63
ANTH-137,2005A,GAUTAM GHOSH,3.86,2.71,3.71,3.86,3.00
ANTH-170,2006C,EDUARDO FERNANDEZ-DUQUE,3.11,2.22,3.56,3.00,2.56
ANTH-184,2012C,JANE KAUER,1.60,3.00,2.00,2.30,3.60
ANTH-191,2006A,GAUTAM GHOSH,3.67,2.67,4.00,4.00,2.67
ANTH-265,2006A,CLAUDIA R. VALEGGIA,3.63,2.38,3.75,3.75,2.38
ANTH-272,2006A,WILLIAM B HAFFORD,3.00,2.75,3.13,2.88,2.50
ANTH-333,2006A,MARILYNNE DIGGS-THOMPSON,2.40,2.00,2.60,3.20,1.80
ANTH-336,2007A,LOUISE KRASNIEWICZ,3.05,2.38,3.15,3.05,2.30
ANTH-360,2006A,TONYA N TAYLOR,4.00,2.50,4.00,4.00,3.00
ANTH-447,2012A,CLAUDIA R. VALEGGIA,3.50,2.86,4.00,3.86,3.00
FOLK-358,2006C,MARY RITA MOONSAMMY,2.75,2.00,3.50,2.75,2.75
ANTH-012,2016C,MAURO FEDERICO GUILLEN,2.71,1.69,3.50,3.48,2.16
ANTH-062,2007A,SUSAN C LEPSELTER,4.00,1.50,4.00,4.00,1.50
ANTH-086,2016C,MARILYNNE DIGGS-THOMPSON,2.75,0.73,2.69,2.73,1.13
ANTH-215,2012C,CHRISTA D CESARIO,2.89,2.10,3.00,3.10,2.50
ANTH-322,2006C,LOUISE KRASNIEWICZ,3.20,1.60,3.00,3.40,2.20
ANTH-449,2005C,MARILYNNE DIGGS-THOMPSON,3.00,2.20,3.00,3.00,2.60
ANTH-516,2015A,GRETCHEN E. L. SUESS,2.25,2.75,2.50,2.75,3.25
NELC-008,2016C,RAHA RAFII,3.75,2.25,4.00,4.00,3.25
NELC-182,2016C,RICHARD L ZETTLER,2.42,2.20,2.74,2.10,1.70
ANTH-353,2006B,IVAR N HULTIN,4.00,3.00,4.00,4.00,2.60
ANTH-126,2005A,SABINA M PERRINO,3.42,2.36,3.67,3.42,2.33
ANTH-222,2012C,EDUARDO FERNANDEZ-DUQUE,2.93,2.67,2.87,3.27,3.07
ANTH-249,2011C,THEODORE G SCHURR,2.14,2.17,1.86,2.17,2.83
ANTH-251,2005A,KRISTINA S. WIRTZ,3.60,2.40,3.70,3.30,2.60
ANTH-261,2009A,LAUREN M. RISTVET,2.80,3.20,2.60,2.80,3.20
ANTH-263,2005A,JENNIFER E JACOBS,3.50,3.00,3.25,3.75,3.50
ANTH-264,2005A,JANET M MONGE,3.29,2.71,3.57,3.71,2.14
ANTH-288,2013C,SARAH J KURNICK,3.50,2.00,3.75,3.75,1.75
ANTH-457,2005C,ROBERT L SCHUYLER,3.17,2.43,3.57,3.43,2.43
CSE-106,2005C,NORMAN I BADLER,2.20,2.44,2.94,2.63,3.44
FOLK-502,2005C,MARY T. HUFFORD,3.83,3.33,4.00,4.00,3.17
MUSC-146,2011A,GUTHRIE P RAMSEY,3.06,1.93,3.13,3.07,2.07
ANTH-113,2007B,AZRA HROMADZIC,3.60,2.80,4.00,3.40,3.00
ANTH-104,2016C,THEODORE G SCHURR,1.76,2.55,1.86,2.16,2.32
ANTH-132,2007C,DEBORAH A THOMAS,3.86,2.86,3.71,3.43,2.86
ANTH-141,2016C,RICHARD M LEVENTHAL,2.93,1.93,3.13,3.07,2.21
ANTH-160,2013A,LOUISE KRASNIEWICZ,2.75,2.20,2.79,2.90,2.75
ANTH-225,2009A,KYUNG-NAN KOH,2.57,1.80,2.86,2.20,2.60
ANTH-417,2007C,THEODORE G SCHURR,3.00,3.33,3.00,3.67,3.67
ANTH-450,2007C,ROBERT L SCHUYLER,3.00,2.25,3.00,3.13,2.13
ANTH-462,2007C,RICHARD M LEVENTHAL,3.40,3.00,3.80,3.60,3.40
COMM-314,2007C,JOHN L. JACKSON,2.74,2.35,3.48,2.89,2.35
ANTH-116,2016A,DEBORAH A THOMAS,2.65,2.50,3.00,2.88,2.94
ANTH-130,2007A,MONIQUE J TIMBERLAKE,0.60,2.20,0.20,0.00,1.80
ANTH-210,2015C,JANET M MONGE,3.56,2.11,3.89,3.78,2.33
ANTH-273,2016C,MICHAEL B JOINER,3.53,2.43,3.80,3.71,3.14
ANTH-408,2007A,MARILYNNE DIGGS-THOMPSON,3.22,2.00,3.56,3.56,2.22
ANTH-530,2007A,ADRIANA PETRYNA,3.00,2.67,3.38,2.92,2.92
COMM-210,2016C,AMY BLEAKLEY,2.74,2.41,3.47,2.35,2.06
ENGL-282,2010A,TIMOTHY POWELL,2.86,1.90,3.10,3.10,2.10
FOLK-321,2007A,MELTEM TURKOZ,2.67,1.67,3.33,3.33,2.67
NELC-241,2016A,YOKO NISHIMURA,3.25,2.17,3.50,3.33,2.33
SAST-002,2014C,ETHIRAJ G DATTATREYAN,3.18,2.45,3.50,3.60,3.00
SAST-294,2007A,LISA MITCHELL,3.00,2.80,3.20,2.60,3.00
ANTH-143,2015A,THEODORE G SCHURR,2.13,2.14,2.27,2.40,2.62
ANTH-231,2015C,LOUISE KRASNIEWICZ,2.04,2.17,1.96,2.29,2.44
ANTH-238,2016C,FRANCES BARG,2.52,2.11,2.77,2.71,2.19
ANTH-260,2015C,ADRIANA PETRYNA,3.69,2.00,3.77,3.75,2.88
ANTH-507,2010A,EDUARDO FERNANDEZ-DUQUE,3.75,2.25,3.50,4.00,3.00
ANTH-512,2010A,HAROLD LEWIS DIBBLE,3.80,1.80,4.00,4.00,1.40
ANTH-531,2009A,JAESOK KIM,3.00,2.43,3.43,2.86,3.00
ENGL-082,2011A,TIMOTHY POWELL,3.15,1.92,3.08,3.08,1.85
ENGL-281,2016A,OMARI M WEEKES,3.75,2.29,3.75,3.86,2.43
ANTH-575,2009B,TIMOTHY POWELL,3.33,3.33,3.67,4.00,3.50
ANTH-103,2013A,LAUREN M. RISTVET,3.25,2.00,3.75,4.00,2.00
ANTH-213,2016A,MICHAEL B JOINER,3.20,3.00,3.20,3.50,3.50
ANTH-218,2016A,JAESOK KIM,2.80,1.87,2.95,2.87,2.07
ANTH-290,2010C,PEGGY R SANDAY,1.80,2.20,1.60,1.40,2.80
ANTH-511,2016C,RICHARD M LEVENTHAL,3.27,2.45,3.64,3.45,2.45
ANTH-515,2014A,EDUARDO FERNANDEZ-DUQUE,3.86,2.80,4.00,4.00,2.80
ANTH-587,2014A,DEBORAH A THOMAS,3.64,3.57,3.93,3.93,3.50
CIS-106,2016C,NORMAN I BADLER,1.19,3.07,2.38,2.20,3.20
COMM-422,2009C,JOHN L. JACKSON,3.62,2.43,3.90,3.86,2.57
HSOC-049,2009C,JOHANNA CRANE,3.38,2.25,3.44,3.38,2.44
NELC-103,2014A,DANIEL W PATTERSON,2.09,1.96,2.15,2.17,1.71
ANTH-234,2016A,MICHAEL B JOINER,3.17,2.30,3.67,3.30,2.50
SAST-369,2010A,JAMES CARON,3.50,2.60,3.60,3.40,2.40
WRIT-013,2016C,CHRISTA D CESARIO,2.19,2.20,2.88,3.00,3.13
ANTH-138,2008A,CAMILLE ROBCIS,3.75,3.13,3.75,3.50,3.00
ANTH-147,2008A,KAROLINA SZMAGALSKA,2.22,2.44,2.56,1.94,3.44
ANTH-347,2016A,DEREK O NEWBERRY,2.50,1.88,2.82,2.75,2.59
ANTH-509,2008A,WILLIAM B HAFFORD,2.67,2.00,2.83,2.83,2.00
AFST-503,2008A,MARY JENNIFER HASTY,3.44,3.00,3.56,3.33,3.00
COMM-420,2008A,JOHN L. JACKSON,3.55,2.48,3.90,3.62,2.93
FOLK-229,2011A,DAN BEN-AMOS,2.59,2.15,2.95,2.42,2.21
FOLK-360,2008A,JUDITH BERMAN,2.50,1.50,2.75,2.00,2.25
NELC-242,2012A,GRANT FRAME,2.33,2.20,2.50,1.83,2.83
ANTH-228,2015C,JAESOK KIM,3.00,2.13,3.11,3.44,2.13
ANTH-316,2015C,JAESOK KIM,3.00,2.17,3.00,2.83,2.17
ANTH-586,2011A,MARILYNNE DIGGS-THOMPSON,2.63,2.25,2.75,2.75,2.86
HSSC-585,2013A,ROBERT A. ARONOWITZ,3.00,2.33,3.00,3.00,2.67
ANTH-155,2013C,BRIAN J SPOONER,2.25,2.14,2.75,2.71,2.00
ANTH-190,2011C,MARY JENNIFER HASTY,2.78,2.09,2.94,2.82,2.26
