ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
MUSC-007,2016C,HAFEZ J. KOTAIN,3.73,0.75,3.91,3.75,0.75
MUSC-010,2016C,MICHAEL KETNER,3.67,2.63,3.67,3.88,3.00
MUSC-017,2009A,JAMES F UNDERCOFLER,3.24,1.55,3.57,3.60,1.60
MUSC-095,2009A,SAMUEL J BREENE,2.81,2.19,3.10,2.76,2.38
MUSC-157,2012A,TIMOTHY ROMMEN,3.23,2.25,3.73,3.40,2.25
RUSS-194,2009A,STEPHEN R AMICO,4.00,2.67,4.00,4.00,2.67
SAST-105,2016A,AQEEL BHATTI,3.50,1.33,3.67,3.83,1.17
ENGL-054,2014C,TSITSI E. JAJI,2.88,1.74,3.42,3.48,1.91
MUSC-144,2008C,STEPHEN R AMICO,3.00,2.00,3.25,3.25,2.00
WRIT-067,2016A,LEE VEERARAGHAVAN,2.17,2.17,3.67,3.00,3.17
MUSC-053,2010A,CAROL ANN MULLER,2.29,1.89,2.75,2.32,1.82
ENGL-080,2013A,HERMAN BEAVERS,2.47,2.27,2.71,2.93,2.00
SAST-116,2015A,ALLYN MINER,3.29,2.00,3.43,3.25,2.50
MUSC-056,2015A,CAROL ANN MULLER,2.88,1.71,3.25,3.71,1.86
MUSC-251,2010A,STEPHEN R AMICO,2.91,2.09,3.18,3.27,2.18
MUSC-081,2012A,CAROLYN ABBATE,3.64,1.67,3.50,3.67,1.75
MUSC-285,2012A,JAMES T PRIMOSCH,2.77,2.75,3.15,3.08,2.92
MUSC-430,2012A,EMMA DILLON,2.50,3.75,3.00,3.00,4.00
MUSC-031,2016C,LAWRENCE F BERNSTEIN,3.33,2.83,3.67,3.45,2.42
MUSC-032,2016C,MARY CHANNEN CALDWELL,3.75,3.00,4.00,4.00,3.75
MUSC-166,2012C,MATTHEW W SCHREIBEIS,3.00,1.67,3.00,3.67,1.67
MUSC-235,2016C,GUTHRIE P RAMSEY,3.63,2.00,3.63,3.63,2.14
MUSC-238,2014C,LAWRENCE F BERNSTEIN,4.00,2.50,4.00,4.00,3.00
MUSC-277,2016C,EUGENE LEW,3.40,1.60,3.70,3.75,2.20
MUSC-470,2012C,ELEANOR A AVERSA,3.50,2.50,3.00,3.00,2.00
MUSC-033,2016A,GLENDA GOODMAN,2.63,2.31,2.69,3.08,1.85
MUSC-051,2014A,CAROL ANN MULLER,2.50,1.79,2.56,2.67,2.29
MUSC-135,2016A,GUTHRIE P RAMSEY,3.69,1.82,3.77,3.82,1.73
MUSC-231,2013A,ANDREA F BOHLMAN,3.22,2.11,3.11,3.78,2.56
MUSC-234,2013A,LAWRENCE F BERNSTEIN,3.28,2.38,3.72,3.25,2.31
MUSC-499,2014A,MICHAEL KETNER,1.78,1.33,1.78,2.33,1.44
MUSC-230,2015A,MAURO CALCAGNO,3.00,2.00,3.33,3.67,1.67
ENGL-590,2016C,JENNIFER STERNAD PONCE DE LEON,3.42,3.64,3.42,3.64,3.80
FNAR-070,2015C,DAVID W NOVACK,3.82,2.00,3.82,3.77,1.92
MUSC-034,2015C,LAWRENCE F BERNSTEIN,2.88,2.43,3.38,3.14,2.14
MUSC-275,2016A,EUGENE LEW,3.29,1.67,3.53,3.86,2.00
MUSC-255,2014C,TIMOTHY ROMMEN,2.45,2.25,3.45,3.00,2.13
MUSC-330,2015C,GUTHRIE P RAMSEY,3.67,2.00,3.67,4.00,2.00
ENGL-290,2016C,MARION KANT,3.50,2.00,3.75,3.50,1.75
MUSC-168,2016A,MICHAEL KETNER,3.22,1.13,3.56,3.25,1.38
MUSC-252,2016A,JIM SYKES,4.00,1.00,4.00,4.00,2.00
MUSC-052,2016A,LAURA C DONNELLY,2.60,1.60,3.00,3.00,1.80
MUSC-256,2015C,CAROL ANN MULLER,2.70,2.13,2.80,3.25,2.50
MUSC-257,2015C,TIMOTHY ROMMEN,3.83,2.20,3.83,4.00,2.60
MUSC-272,2015C,JAY REISE,2.75,2.33,3.25,3.33,2.00
MUSC-232,2016A,MARY CHANNEN CALDWELL,2.75,3.25,3.50,2.75,3.75
MUSC-350,2016A,TIMOTHY ROMMEN,3.78,1.83,3.89,3.83,2.33
LING-125,2016A,JIANJING KUANG,2.07,1.80,2.20,1.93,2.27
MUSC-236,2016C,JAMUNA S. SAMUEL,4.00,2.00,4.00,4.00,2.75
