ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
AFRC-001,2016C,SALAMISHAH TILLET,2.91,1.95,3.15,3.37,2.37
AFRC-302,2006A,SHAUN L. GABBIDON,4.00,2.00,4.00,4.00,3.00
AFRC-309,2014C,SUZANA E BERGER,1.67,1.67,1.67,2.33,2.00
AFRC-310,2008A,HOWARD C. STEVENSON,4.00,2.14,4.00,3.57,2.57
AFRC-532,2006A,ELIZABETH ALEXANDER,2.25,2.25,2.25,2.25,3.25
AFST-151,2016A,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-161,2016A,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-171,2016A,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-181,2016A,ELAINE MSHOMBA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-211,2006A,EMEKA NWADIORA,3.90,1.70,3.90,3.80,1.70
AFST-225,2016A,AUDREY N. MBEJE,2.70,1.48,3.13,2.93,1.31
AFST-241,2015A,YOHANNES HAILU,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-251,2016A,LINDIWE MAGAYA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-271,2016A,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-281,2016A,ELAINE MSHOMBA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-285,2008A,ELAINE MSHOMBA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-018,2010A,SANDRA THEIS BARNES,3.36,2.50,3.50,3.08,2.75
ANTH-214,2007A,TONYA N TAYLOR,3.08,2.85,3.46,3.62,3.85
ASAM-150,2010A,FARIHA KHAN,2.67,2.60,3.17,2.80,2.80
ENGL-081,2016A,SALAMISHAH TILLET,3.21,2.43,3.58,3.68,3.26
ENGL-145,2016C,KATHRYN WATTERSON,3.40,2.00,3.60,3.75,2.50
ENGL-281,2016A,OMARI M WEEKES,3.75,2.29,3.75,3.86,2.43
HIST-075,2016A,CHEIKH ANTE MBACKE BABOU,2.98,1.94,3.16,3.19,2.42
HIST-169,2016A,ROBERT S NATALINI,2.03,2.68,2.33,2.26,2.62
HIST-170,2016C,JUDITH A GIESBERG,2.68,1.97,2.81,2.64,2.17
HIST-177,2012A,BARBARA D. SAVAGE,3.10,1.79,3.37,3.09,2.12
HIST-204,2016C,RICHARD SCOTT HANSON,2.67,2.13,2.44,2.88,2.88
HIST-363,2008A,ROBERT FRANCIS ENGS,3.38,2.23,3.46,3.08,2.54
HIST-530,2008A,BARBARA D. SAVAGE,3.67,3.22,3.89,3.67,3.11
LGST-218,2016A,JOSE F. ANDERSON,3.32,1.71,3.44,2.93,1.64
LING-161,2008A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
MUSC-158,2010A,TIMOTHY ROMMEN,3.19,2.04,3.74,3.52,1.88
MUSC-258,2014A,TIMOTHY ROMMEN,3.38,2.44,3.63,4.00,2.50
SOCI-001,2016C,COLETTE JOYCE,3.00,2.10,3.18,3.24,2.24
SOCI-006,2016C,VANI S KULKARNI,2.73,2.33,2.70,2.78,2.56
SOCI-120,2016C,ALEXEY SHPENEV,2.12,2.64,2.51,2.38,3.09
SOCI-230,2015C,STEPHEN R. VISCELLI,2.44,2.60,2.44,3.00,2.00
SOCI-300,2014C,ROBIN LISA LEIDNER,1.63,2.50,2.25,2.13,3.25
URBS-078,2007A,IRA HARKAVY,3.61,2.21,3.79,3.68,2.58
URBS-405,2016A,ANDREW T. LAMAS,3.09,2.37,3.14,3.53,2.63
AFRC-400,2016C,DONALD E BOGLE,3.35,2.38,3.41,3.75,2.92
AFRC-420,2016C,HOCINE FETNI,2.19,1.95,2.74,2.84,1.89
AFST-150,2016C,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-160,2016C,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-170,2016C,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-180,2016C,ELAINE MSHOMBA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-190,2016C,MARY JENNIFER HASTY,3.05,2.22,3.40,3.35,2.22
AFST-240,2016C,PAULOS NEGUSSE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-242,2015C,YOHANNES HAILU,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-270,2016C,YIWOLA AWOYALE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-280,2016C,ELAINE MSHOMBA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-284,2008C,ELAINE MSHOMBA,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-305,2007C,PAMELA BLAKELY,2.60,1.40,2.60,2.40,1.40
ANTH-514,2007C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
FREN-390,2014C,LYDIE MOUDILENO,3.17,2.06,3.68,3.50,2.31
HIST-076,2016C,LEE V CASSANELLI,3.08,2.11,3.08,2.95,2.49
HIST-168,2016C,MARY FRANCES BERRY,2.57,2.47,3.00,2.81,2.63
HIST-176,2011C,JACQUELINE A AKINS,3.57,2.18,3.71,3.82,2.55
HIST-275,2016C,CHEIKH ANTE MBACKE BABOU,3.17,2.00,3.33,3.30,2.10
HIST-484,2005C,BARBARA D. SAVAGE,4.00,2.73,3.91,3.80,2.91
HIST-529,2006C,ROBERT FRANCIS ENGS,2.91,2.55,3.45,3.00,2.91
LING-160,2009C,WILLIAM LABOV,2.88,1.00,3.25,2.00,1.83
MUSC-050,2016C,LAURA C DONNELLY,1.95,2.25,2.45,2.25,2.38
MUSC-075,2012A,WILLIAM E PARBERRY,2.62,2.29,2.76,2.64,1.43
RELS-111,2011A,DAMON S LINKER,3.69,1.67,3.62,3.92,1.92
RELS-517,2016C,ANTHEA BUTLER,3.60,1.80,3.60,3.80,2.00
SOCI-011,2016C,SARAH W ZELNER,2.76,2.56,3.06,3.00,2.78
SOCI-135,2016C,HOCINE FETNI,1.66,1.96,1.94,2.06,1.43
URBS-100,2007C,DENNIS P. CULHANE,3.26,2.26,3.53,3.16,2.47
URBS-255,2010B,JURIS M MILESTONE,2.36,2.20,2.45,2.20,1.90
URBS-460,2015C,THEODORE HERSHBERG,2.50,2.50,3.00,2.83,2.33
AFRC-102,2007B,JASMINE COBB,3.64,2.27,3.82,3.73,2.09
RELS-210,2008A,KOBINA OFOSU-DONKOH,2.22,1.89,2.78,2.39,1.72
URBS-208,2011B,IRA HARKAVY,3.13,2.00,3.38,3.13,2.63
ANTH-416,2005A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ENGL-080,2013A,HERMAN BEAVERS,2.47,2.27,2.71,2.93,2.00
HIST-353,2013A,STEVEN HAHN,2.94,2.50,3.31,3.42,2.50
RELS-113,2011C,ELIZABETH Q CHURCHILL,4.00,2.33,4.00,4.00,2.67
ANTH-146,2005C,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
BENF-210,2005C,IRA HARKAVY,2.08,1.31,2.54,2.77,1.92
ENGL-084,2005C,HERMAN BEAVERS,3.18,3.09,3.33,3.59,3.27
FREN-593,2008C,KOFFI ANYINEFA,2.50,2.25,2.88,2.50,2.38
HIST-304,2008A,ROBERT FRANCIS ENGS,2.00,2.00,3.00,3.50,2.50
MUSC-146,2011A,GUTHRIE P RAMSEY,3.06,1.93,3.13,3.07,2.07
URBS-472,2005C,THEODORE HERSHBERG,3.27,2.45,3.55,3.27,3.36
URBS-480,2016C,ANDREW T. LAMAS,2.64,2.09,3.14,3.18,1.45
AFRC-220,2007C,EDWARD A. BROCKENBROUGH,3.67,2.00,3.33,3.33,2.33
ANTH-132,2007C,DEBORAH A THOMAS,3.86,2.86,3.71,3.43,2.86
ARTH-209,2010C,DIALA TOURE-REMCH,1.71,1.92,1.71,1.38,2.00
ENGL-016,2016C,ELAYNA A BROWNE,3.75,2.50,4.00,3.75,3.50
ENGL-063,2011C,HERMAN BEAVERS,3.00,3.00,3.75,3.25,3.50
ENGL-101,2016C,CHRISTINE M WOODY,3.21,2.20,3.42,3.47,2.93
ENGL-264,2015A,AMY L PAETH,2.64,2.13,2.64,3.25,1.88
ENGL-288,2015A,CHARLES BERNSTEIN,3.11,1.88,3.67,3.50,1.88
HIST-206,2016C,JANINE M VAN VLIET,2.25,1.75,2.25,3.00,2.25
PSCI-210,2015A,GUY GROSSMAN,2.88,3.00,3.00,2.73,3.07
PSCI-355,2014C,ROBERT VITALIS,3.23,2.85,3.69,3.77,2.92
RELS-117,2014C,ANTHEA BUTLER,2.00,1.67,2.00,2.67,2.00
AFST-149,2016A,AUDREY N. MBEJE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-243,2016A,YOHANNES HAILU,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
AFST-263,2016A,KOBINA OFOSU-DONKOH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-116,2016A,DEBORAH A THOMAS,2.65,2.50,3.00,2.88,2.94
ENGL-113,2016C,JULIA A BLOCH,4.00,2.09,3.92,3.91,2.55
ENGL-572,2016C,RITA BARNARD,3.45,2.40,3.55,3.50,2.56
SOCI-235,2016C,HOCINE FETNI,2.75,2.19,3.10,3.44,1.94
ARTH-301,2016C,CHRISTOPHER PASTORE,2.88,2.38,3.00,3.29,3.13
ENGL-461,2009C,DAVID B ESPEY,3.00,2.60,3.00,2.40,3.20
HIST-214,2016A,STEVEN HAHN,2.38,2.14,2.50,2.71,2.29
MUSC-157,2012A,TIMOTHY ROMMEN,3.23,2.25,3.73,3.40,2.25
PSCI-136,2016A,ADOLPH L. REED,1.62,2.05,1.86,1.81,1.90
URBS-178,2016C,IRA HARKAVY,3.39,2.06,3.44,3.41,2.50
URBS-270,2016A,DOMENIC VITIELLO,3.27,2.08,3.47,3.42,2.50
AFRC-107,2009C,TAMARA D WALKER,2.44,2.44,2.56,2.22,2.67
AFST-247,2012A,ERMIAS ZEMICHAEL,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
ANTH-587,2014A,DEBORAH A THOMAS,3.64,3.57,3.93,3.93,3.50
ENGL-054,2014C,TSITSI E. JAJI,2.88,1.74,3.42,3.48,1.91
ENGL-415,2016A,MELISSA JENSEN,3.94,2.63,3.88,4.00,2.88
FREN-231,2016C,GERALD J PRINCE,3.27,2.44,3.45,3.50,2.00
SOCI-112,2015C,JANICE FANNING MADDEN,2.18,2.08,2.27,2.42,2.08
URBS-010,2016C,DENNIS P. CULHANE,3.00,2.23,3.36,3.23,2.31
AFRC-306,2008A,DEWAYNE WICKHAM,3.46,2.38,3.69,3.46,1.92
ANTH-290,2010C,PEGGY R SANDAY,1.80,2.20,1.60,1.40,2.80
ENGL-570,2016A,SALAMISHAH TILLET,3.25,2.57,3.38,3.57,3.00
THAR-275,2016A,JAMES SCHLATTER,1.70,1.50,1.50,2.50,1.25
ARTH-501,2016C,HOLLY PITTMAN,2.00,2.67,3.11,3.11,3.44
ENGL-284,2015A,HERMAN BEAVERS,3.17,3.00,3.25,3.50,3.29
RELS-310,2015A,ANTHEA BUTLER,2.50,1.00,2.83,3.17,0.83
AFRC-187,2016A,CHARLES L HOWARD,3.28,1.33,3.70,3.60,1.73
AFRC-387,2016C,GRACE L. SANDERS JOHNSON,3.83,3.00,3.83,3.92,3.00
AFST-210,2015A,KOBINA OFOSU-DONKOH,2.50,1.78,2.79,3.22,1.89
AFST-257,2012A,MARTON MARKOVITS,3.12,2.44,3.29,3.31,3.00
ANTH-125,2011A,DEBORAH A THOMAS,2.78,2.35,2.89,2.82,2.41
COMM-206,2011A,DANIEL BERGER,2.67,2.10,2.76,2.29,2.24
ENGL-253,2016C,NANCY A BENTLEY,3.50,2.57,3.75,3.71,2.79
HIST-371,2014A,ALDEN HARRINGTON YOUNG,2.70,2.67,3.40,3.44,2.78
SOCI-430,2015A,RANDALL COLLINS,3.00,2.71,2.70,2.43,2.14
ANTH-190,2011C,MARY JENNIFER HASTY,2.78,2.09,2.94,2.82,2.26
ENGL-271,2014A,TSITSI E. JAJI,3.25,2.00,3.25,3.29,2.71
HIST-070,2016C,JONATHAN M SQUARE,1.84,2.12,2.02,2.32,2.15
HIST-232,2016A,MEHMET DARAKCIOGLU,3.57,2.43,3.86,3.71,2.57
HIST-233,2016C,YVONNE E FABELLA,3.08,2.83,3.33,3.33,3.25
MUSC-053,2010A,CAROL ANN MULLER,2.29,1.89,2.75,2.32,1.82
PSCI-010,2016C,MARIE GOTTSCHALK,3.94,3.41,3.94,3.88,3.65
PSCI-437,2015A,MARIE GOTTSCHALK,3.67,3.60,3.80,3.86,3.80
RELS-112,2016C,ANTHEA BUTLER,3.59,2.43,3.59,3.86,2.38
ANTH-150,2011C,LYNDON K GILL,3.57,3.14,3.57,3.57,3.14
ANTH-334,2015C,DEBORAH A THOMAS,2.93,3.16,3.29,3.70,3.36
ARTH-294,2016A,KAJA SILVERMAN,3.65,3.17,3.77,3.80,3.10
CINE-392,2016C,DANA B. POLAN,3.30,2.00,3.40,3.38,2.11
COMM-207,2011C,DANIEL BERGER,2.53,2.50,2.73,2.29,2.93
ENGL-069,2016C,JOSEPHINE NOCK-HEE PARK,3.47,1.28,3.74,3.44,1.22
ENGL-071,2011C,TSITSI E. JAJI,3.29,2.43,3.43,3.14,2.57
MUSC-016,2016C,LAWRENCE F BERNSTEIN,3.57,2.29,3.71,3.86,2.00
SOCI-252,2011C,TUKUFU ZUBERI,2.69,2.27,2.85,2.73,2.10
MUSC-056,2015A,CAROL ANN MULLER,2.88,1.71,3.25,3.71,1.86
AFRC-287,2010A,TANJI GILLIAM,3.91,2.00,3.82,3.91,2.45
ENGL-290,2016C,MARION KANT,3.50,2.00,3.75,3.50,1.75
HIST-489,2010A,CHEIKH ANTE MBACKE BABOU,3.15,2.25,3.54,3.42,2.50
