ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
FOLK-009,2005C,JONATHAN C DAVID,1.71,1.36,1.71,1.50,1.86
FOLK-201,2016C,LINDA J. LEE,2.38,2.00,2.25,3.50,2.75
FOLK-227,2002A,SOLIMAR OTERO,4.00,2.80,3.80,4.00,2.60
FOLK-270,2016C,DAVID AZZOLINA,3.61,1.19,3.81,3.85,1.44
FOLK-290,2004A,JING LI,3.00,2.63,3.38,3.25,3.00
FOLK-503,2003A,MARY T. HUFFORD,3.33,2.33,3.67,3.33,2.67
FOLK-518,2002A,MARGARET KRUESI,3.00,2.58,2.83,2.75,3.00
FOLK-533,2003A,DAVID J HUFFORD,3.21,2.21,3.53,3.42,2.32
FOLK-541,2008A,KRISTINE LYNN RABBERMAN,3.67,3.67,4.00,4.00,3.67
AMES-154,2004A,NILI R GOLD,2.92,1.83,3.33,3.08,1.92
ANTH-544,2002A,JAY T DAUTCHER,4.00,3.00,4.00,3.67,3.33
HSSC-025,2004C,HENRIKA KUKLICK,1.78,1.44,3.11,1.67,1.56
HSSC-145,2005C,STEVEN FEIERMAN,2.88,2.27,3.30,2.93,2.66
MUSC-022,2002C,CHARLES D. CARSON,2.60,1.93,3.07,3.07,2.33
MUSC-075,2012A,WILLIAM E PARBERRY,2.62,2.29,2.76,2.64,1.43
RELS-005,2016C,MEGAN E ROBB,3.48,2.14,3.77,3.71,2.81
RELS-310,2015A,ANTHEA BUTLER,2.50,1.00,2.83,3.17,0.83
RELS-517,2016C,ANTHEA BUTLER,3.60,1.80,3.60,3.80,2.00
FOLK-101,2012B,LINDA J. LEE,3.25,2.00,3.42,3.73,2.91
FOLK-228,2004A,STEPHEN D WINICK,3.60,1.60,4.00,3.60,1.80
FOLK-320,2003A,MELTEM TURKOZ,3.67,2.67,3.67,3.33,3.00
FOLK-436,2005B,ANN BERESIN,3.70,2.30,3.60,3.40,3.00
FOLK-547,2003A,ALEXANDRA GRISWOLD,3.22,2.67,3.67,3.44,2.75
FNAR-063,2016C,MICHAEL CRANE,3.50,2.44,3.70,3.67,2.44
MUSC-050,2016C,LAURA C DONNELLY,1.95,2.25,2.45,2.25,2.38
MUSC-158,2010A,TIMOTHY ROMMEN,3.19,2.04,3.74,3.52,1.88
