ALIAS,SEMESTER,INSTRUCTOR,COURSE_QUALITY,DIFFICULTY,INSTRUCTOR_QUALITY,STIMULATE_INTEREST,WORK_REQUIRED
LING-560,2013A,WILLIAM LABOV,3.20,2.60,3.40,3.60,3.80
ASAM-235,2003A,ANGELA R REYES,2.67,2.44,3.11,3.00,2.56
SARS-319,2003A,HAROLD F. SCHIFFMAN,1.33,1.33,1.67,1.33,1.00
LING-054,2016C,ALISON BIGGS,3.33,2.12,3.67,3.53,2.41
LING-057,2015A,GARETH ROBERTS,2.44,2.53,2.75,2.73,1.86
LING-103,2016C,DONALD A RINGE,2.91,1.23,3.58,2.85,0.88
LING-115,2016C,EUGENE BUCKLEY,2.75,2.32,3.04,3.16,2.16
LING-130,2005C,ROSLYN BLYN-LADREW,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-230,2016A,ROLF NOYER,3.00,3.14,3.27,3.00,2.86
LING-310,2016C,ANTHONY S KROCH,2.67,2.00,3.33,4.00,1.50
LING-411,2015C,DONALD A RINGE,3.60,3.25,3.80,4.00,3.00
LING-440,2011C,GILLIAN E SANKOFF,2.56,1.44,2.89,2.78,1.67
LING-510,2015C,DONALD A RINGE,3.56,2.79,3.88,3.64,2.21
LING-530,2016C,ROLF NOYER,3.00,2.50,3.50,4.00,2.50
LING-550,2016C,ANTHONY S KROCH,2.83,3.33,2.83,3.17,3.17
LING-554,2005C,ROBIN L. CLARK,4.00,3.00,4.00,4.00,2.00
LING-590,2009A,LANCE NATHAN,3.00,2.33,3.00,3.00,2.33
CSE-140,2005C,LYLE H UNGAR,2.07,2.82,2.44,2.55,2.62
SARS-543,2004C,HAROLD F. SCHIFFMAN,2.50,1.75,2.75,2.00,1.75
LING-056,2016C,ALISON BIGGS,3.00,2.38,3.15,3.31,2.77
LING-160,2009C,WILLIAM LABOV,2.88,1.00,3.25,2.00,1.83
LING-202,2009A,JULIE ANNE LEGATE,2.82,3.45,2.91,2.60,3.55
LING-450,2012C,GILLIAN E SANKOFF,3.18,2.50,3.55,3.22,2.50
LING-562,2011C,WILLIAM LABOV,3.50,3.25,3.50,3.25,3.00
CSE-477,2005C,ARAVIND K JOSHI,2.29,2.14,2.71,2.00,2.14
LING-520,2016C,JIANJING KUANG,3.00,2.50,3.50,3.50,3.00
LING-535,2004C,EUGENE BUCKLEY,4.00,4.00,4.00,4.00,4.00
LING-556,2016A,ANTHONY S KROCH,3.50,1.00,3.50,4.00,1.00
LING-568,2014A,WILLIAM LABOV,3.38,3.00,3.50,3.14,3.00
LING-078,2016A,JAMI N. FISHER,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-161,2008A,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-250,2016C,BEATRICE SANTORINI,2.38,3.00,2.31,2.77,2.08
PSYC-135,2008C,DELPHINE DAHAN,2.82,2.10,3.13,2.74,1.54
LING-075,2015C,MEGHAN RAINONE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-270,2016C,CHARLES YANG,2.30,2.29,2.85,2.48,1.86
LING-575,2008C,CHARLES YANG,3.75,2.75,2.75,3.25,2.50
LING-470,2014A,WILLIAM LABOV,3.63,2.00,3.75,3.50,2.14
LING-563,2012C,WILLIAM LABOV,3.00,3.00,4.00,3.50,3.50
LING-404,2016C,DAVID S. EMBICK,3.33,3.17,3.67,3.50,2.33
LING-071,2016C,JAMI N. FISHER,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-072,2016C,JONATHAN HARTMANN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-073,2016C,JAMI N. FISHER,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-074,2016C,MELANIE DROLSBAUGH,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-081,2013C,ROSLYN BLYN-LADREW,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-120,2015C,JIANJING KUANG,1.80,1.67,2.00,2.67,2.00
CIS-140,2016C,DAVID BRAINARD,2.44,2.28,2.82,2.43,2.27
CIS-477,2010C,ARAVIND K JOSHI,2.11,1.47,2.39,1.80,1.47
COGS-501,2011C,MARK YOFFE LIBERMAN,2.25,2.75,2.50,2.25,3.00
LING-082,2014A,ROSLYN BLYN-LADREW,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-084,2015A,ROSLYN BLYN-LADREW,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-480,2007A,ROBIN L. CLARK,3.17,1.33,3.50,3.50,1.17
LING-506,2008A,CHARLES YANG,3.60,3.20,3.60,3.40,2.40
LING-079,2009A,MELISSA DRAGANAC-HAWK,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
PSYC-107,2008B,THOMAS YAO-YU LEE,2.79,2.21,3.00,3.26,1.89
LING-500,2015C,DAVID S. EMBICK,2.00,1.00,3.00,2.00,2.50
LING-515,2014C,CHARLES YANG,3.25,2.75,3.25,3.25,2.25
LING-091,2010B,ERIN A WIGGINS,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-240,2008A,ANTHONY S KROCH,3.00,2.67,3.00,3.00,2.00
LING-241,2014A,EUGENE BUCKLEY,3.57,2.00,3.71,4.00,1.83
LING-354,2014A,ROBIN L. CLARK,2.61,1.37,3.00,3.04,1.19
LING-546,2012A,MARK YOFFE LIBERMAN,2.50,2.50,2.00,3.50,1.50
LING-449,2015C,CHARLES YANG,2.57,2.60,2.86,3.40,1.60
LING-581,2015A,FLORIAN SCHWARZ,3.40,3.60,3.60,3.40,3.20
LING-596,2014C,ROBIN L. CLARK,4.00,3.00,4.00,4.00,2.00
LING-051,2016C,ROLF NOYER,2.45,2.09,2.91,3.09,1.64
LING-083,2014C,ROSLYN BLYN-LADREW,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-380,2010C,FLORIAN SCHWARZ,3.67,2.78,3.89,3.56,2.89
LING-595,2013C,ROBIN L. CLARK,3.75,2.50,3.75,4.00,1.75
LING-085,2014A,ROSLYN BLYN-LADREW,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-140,2014A,JULIE ANNE LEGATE,2.88,2.65,3.06,3.29,2.53
LING-165,2013C,WILLIAM LABOV,2.82,2.09,2.91,2.82,2.00
LING-190,2012C,ROBIN L. CLARK,2.17,1.75,2.83,2.83,1.00
LING-086,2012A,ROSLYN BLYN-LADREW,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-076,2016C,MELISSA DRAGANAC-HAWK,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-570,2015A,CHARLES YANG,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-580,2016C,FLORIAN SCHWARZ,2.40,2.10,2.70,2.60,2.20
LING-059,2013A,CHARLES YANG,2.00,1.60,2.00,2.60,1.40
LING-302,2015A,JULIE ANNE LEGATE,2.33,3.63,2.25,2.86,4.00
LING-400,2013A,ANTHONY S KROCH,1.25,2.50,2.00,1.75,2.50
LING-077,2016A,JAMI N. FISHER,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE
LING-247,2015A,JAMI N. FISHER,2.88,2.17,3.22,3.40,2.50
LING-005,2014C,ARNOUT SCHURMANS,3.00,2.33,3.22,3.56,2.11
FREN-229,2016A,SOPHIE E DEGAT,3.64,2.20,3.91,3.80,3.00
LING-060,2015C,MEREDITH TAMMINGA,3.38,1.50,3.76,3.31,1.69
LING-170,2015C,GARETH ROBERTS,3.67,1.33,3.67,3.33,2.33
LING-265,2015C,PATRICIA IRWIN,3.50,2.50,3.67,3.60,2.67
LING-495,2015C,ROBIN L. CLARK,3.43,1.83,3.71,3.33,2.17
LING-125,2016A,JIANJING KUANG,2.07,1.80,2.20,1.93,2.27
LING-210,2016A,DONALD A RINGE,2.90,1.88,3.70,3.13,1.50
LING-245,2016A,ALISON BIGGS,3.14,2.29,3.25,3.43,2.29
LING-338,2016A,BEATRICE SANTORINI,2.00,3.25,3.25,3.25,3.00
LING-455,2016A,FLORIAN SCHWARZ,3.60,3.00,4.00,4.00,3.00
LING-496,2016A,ROBIN L. CLARK,2.30,1.63,2.70,3.00,1.00
LING-511,2016A,MEREDITH TAMMINGA,3.23,2.33,3.38,3.50,2.18
LING-517,2016A,GARETH ROBERTS,4.00,3.00,4.00,4.00,2.00
LING-215,2016C,HEZEKIAH AKIVA BACOVCIN,3.33,1.33,3.67,3.67,1.33
LING-217,2016C,GARETH ROBERTS,2.80,2.25,3.20,3.25,2.00
